fid,item_id,lon,lat,Year
2907,5311,-80.57,-4.1,After 2000
2908,5311,-80.15,-3.54,After 2000
2909,5311,-80.83,-1.56,After 2000
2910,5312,-85.78,10.88,After 2000
2911,5314,-89.55,18.61,After 2000
2912,5315,-72.3,7.3,After 2000
2913,5319,117.69,5.1,After 2000
2914,5319,117.56,5.17,After 2000
2915,5320,-54.43,-25.68,After 2000
2916,5320,-48.41,-24.27,After 2000
2917,5320,-62.94,-9.21,After 2000
2918,5321,21,41.8,After 2000
2919,5322,-91.5,16.83,After 2000
2920,5323,100.85,39.23,After 2000
2921,5324,152.01,-31,After 2000
2922,5324,153.07,-30.27,After 2000
2923,5324,152.23,-29.96,After 2000
2924,5325,29.98,51.65,After 2000
2925,5326,37.69,-9.67,After 2000
2926,5329,42.61,40.3,After 2000
2927,5330,-61.88,-25.97,After 2000
2928,5332,56.38,37.55,After 2000
2929,5333,32.34,-27.87,After 2000
2930,5334,112.67,-5.77,After 2000
2931,5335,-71.72,-11.86,After 2000
2932,5336,37.42,0.2,After 2000
2933,5337,-0.54,51.85,After 2000
2934,5338,-87.68,41.84,After 2000
2935,5339,-47.83,-21.5,After 2000
2936,5341,49.54,-15.41,After 2000
2937,5341,50.05,-15.3,After 2000
2938,5342,92.4,27.1,After 2000
2939,5343,-135.75,58.42,After 2000
2940,5344,-84.02,10.42,After 2000
2941,5345,-76.15,-0.64,After 2000
2942,5346,49.54,-15.41,After 2000
2943,5346,50.05,-15.3,After 2000
2944,5348,9.48,45.18,After 2000
2945,5351,-72.06,-45.9,After 2000
2946,5351,-71.88,-45.36,After 2000
2947,5352,104.06,1.41,After 2000
2948,5354,100.48,38.97,After 2000
2949,5357,153.25,-24.7,After 2000
2950,5358,117.89,4.4,After 2000
2951,5358,117.88,4.96,After 2000
2952,5358,117.88,4.96,After 2000
2953,5358,117.69,4.96,After 2000
2954,5358,117.69,4.96,After 2000
2955,5358,118.72,5.21,After 2000
2956,5358,116.1,5.53,After 2000
2957,5358,117.92,5.55,After 2000
2958,5358,117.87,5.84,After 2000
2959,5358,117.95,5.87,After 2000
2960,5360,-62.5,-39.5,After 2000
2961,5361,-64.77,-22.3,After 2000
2962,5363,90.76,26.9,After 2000
2963,5364,81.18,44.32,After 2000
2964,5365,116.83,-1.3,After 2000
2965,5366,-69.89,3.95,After 2000
2966,5367,-103.84,30.54,After 2000
2967,5368,-76.38,35.93,After 2000
2968,5369,-94.35,17.15,After 2000
2969,5372,-100.3,25.44,After 2000
2970,5374,-91.5,17,After 2000
2971,5375,-91.5,16.83,After 2000
2972,5376,-56.15,-19.57,After 2000
2973,5377,-40.07,-19.15,After 2000
2974,5379,-119.55,37.85,After 2000
2975,5380,-116.05,50.88,After 2000
2976,5380,-116.49,51.4,After 2000
2977,5380,-116,51.5,After 2000
2978,5380,-119.06,53.7,After 2000
2979,5381,-56.25,-16.75,After 2000
2980,5382,-88.43,40.2,After 2000
2981,5383,36.33,7.79,After 2000
2982,5384,101.07,3.67,After 2000
2983,5389,130.73,42.83,After 2000
2984,5390,-104.08,30.75,After 2000
2985,5392,-78.35,38.53,After 2000
2986,5394,-72.22,42.48,After 2000
2987,5395,110.25,1.68,After 2000
2988,5395,110.47,1.72,After 2000
2989,5395,109.64,2.03,After 2000
2990,5396,112.66,-5.78,After 2000
2991,5397,-93.74,38.76,After 2000
2992,5397,-94.47,38.91,After 2000
2993,5399,-54.77,-29.79,After 2000
2994,5399,-54.84,-29.72,After 2000
2995,5402,133.62,-23.98,After 2000
2996,5404,-117.9,35.19,After 2000
2997,5404,-117.84,35.24,After 2000
2998,5406,101.55,5.4,After 2000
2999,5407,102.18,3.72,After 2000
3000,5410,112.17,1.52,After 2000
3001,5411,-119.17,37.42,After 2000
3002,5411,-119.55,37.85,After 2000
3003,5412,10.82,45.38,After 2000
3004,5413,-138,61,After 2000
3005,5414,-86.3,38.2,After 2000
3006,5416,133.93,34.7,After 2000
3007,5417,-6.66,54.76,After 2000
3008,5419,-71.5,-41,After 2000
3009,5420,87,26.65,After 2000
3010,5421,-98.62,29.39,After 2000
3011,5421,-98.45,29.45,After 2000
3012,5422,153.1,-26.65,After 2000
3013,5424,32.51,-28.2,After 2000
3014,5424,32.39,-28.19,After 2000
3015,5424,32.36,-27.97,After 2000
3016,5424,32.43,-27.03,After 2000
3017,5424,32.52,-26.9,After 2000
3018,5424,32.25,-26.88,After 2000
3019,5425,16.75,-9.8,After 2000
3020,5427,-11.52,26.77,After 2000
3021,5427,-8.12,27.67,After 2000
3022,5427,-11.1,28.43,After 2000
3023,5428,97.74,18.21,After 2000
3024,5432,-61.21,10.2,After 2000
3025,5432,-61.22,10.2,After 2000
3026,5432,-61.21,10.2,After 2000
3027,5432,-61.19,10.2,After 2000
3028,5432,-61.2,10.2,After 2000
3029,5432,-61.19,10.2,After 2000
3030,5432,-61.2,10.21,After 2000
3031,5432,-61.19,10.21,After 2000
3032,5435,-75.4,4.88,After 2000
3033,5440,23.62,-19.52,After 2000
3034,5441,-110.31,32,After 2000
3035,5442,-72.98,-43.8,After 2000
3036,5443,123.67,24.25,After 2000
3037,5444,138.44,35.56,After 2000
3038,5447,-41.86,-21.49,After 2000
3039,5447,-42.22,-21.35,After 2000
3040,5447,-42.12,-21.1,After 2000
3041,5447,-41.83,-20.09,After 2000
3042,5450,-78,0,After 2000
3043,5451,-114.03,46.67,After 2000
3044,5452,116.08,-31.42,After 2000
3045,5453,142.77,-13.22,After 2000
3046,5454,103.82,1.33,After 2000
3047,5458,-89.55,18.62,After 2000
3048,5459,-90.05,17.18,After 2000
3049,5459,-90.42,17.33,After 2000
3050,5460,-80.7,7.28,After 2000
3051,5460,-77.55,7.74,After 2000
3052,5460,-80.96,8.62,After 2000
3053,5460,-82.54,8.81,After 2000
3054,5460,-81.61,8.86,After 2000
3055,5460,-80.5,9.06,After 2000
3056,5460,-79.66,9.07,After 2000
3057,5460,-79.85,9.15,After 2000
3058,5460,-79.5,9.4,After 2000
3059,5460,-79.65,9.55,After 2000
3060,5460,-113,28.77,After 2000
3061,5461,-94.23,17.16,After 2000
3062,5463,-96.8,18.37,After 2000
3063,5464,112.66,-5.78,After 2000
3064,5465,-44.98,-21.33,After 2000
3065,5466,-109.56,29.99,After 2000
3066,5466,-109.43,30.01,After 2000
3067,5466,-109.17,30.55,After 2000
3068,5466,-109.96,30.94,After 2000
3069,5466,-109,31.14,After 2000
3070,5466,-108.94,31.19,After 2000
3071,5466,-109,31.28,After 2000
3072,5467,-52.58,-23.67,After 2000
3073,5468,-80.83,-1.56,After 2000
3074,5469,103.65,13.12,After 2000
3075,5470,103.83,1.33,After 2000
3076,5472,30.35,-25.06,After 2000
3077,5473,99.23,15.42,After 2000
3078,5474,-42.55,-8.67,After 2000
3079,5476,-63.31,-33.59,After 2000
3080,5478,-49.95,-25.06,After 2000
3081,5479,77.27,10.14,After 2000
3082,5480,117.9,5.3,After 2000
3083,5481,104.97,13.8,After 2000
3084,5481,104.85,13.85,After 2000
3085,5482,-72.83,6.8,After 2000
3086,5483,-49.27,-16.67,After 2000
3087,5484,142.4,-37.21,After 2000
3088,5485,-53.76,-32.14,After 2000
3089,5486,-46.5,-23.2,After 2000
3090,5487,84.33,27.5,After 2000
3091,5489,-37.67,-9.65,After 2000
3092,5490,176.88,-38.38,After 2000
3093,5492,103.27,2.44,After 2000
3094,5493,-89.86,18.32,After 2000
3095,5493,-89.25,18.69,After 2000
3096,5494,-90.68,17.57,After 2000
3097,5495,-94.23,17.16,After 2000
3098,5498,133.29,-23.69,After 2000
3099,5499,26.51,-33.14,After 2000
3100,5500,153.12,-30.31,After 2000
3101,5501,-4.71,57.12,After 2000
3102,5502,19.28,-34.39,After 2000
3103,5504,-94.33,17.17,After 2000
3104,5509,35,-7.5,After 2000
3105,5510,-77.8,0.05,After 2000
3106,5511,18.33,-34.15,After 2000
3107,5513,-121.95,39.71,After 2000
3108,5514,89.18,21.95,After 2000
3109,5515,30.35,-24.96,After 2000
3110,5519,41.31,-1.57,After 2000
3111,5520,136.58,-13.97,After 2000
3112,5521,152.24,-30.89,After 2000
3113,5521,152.44,-30.16,After 2000
3114,5521,153,-30.13,After 2000
3115,5522,36.91,0.32,After 2000
3116,5524,10.63,51.75,After 2000
3117,5527,30.44,-29.69,After 2000
3118,5527,29.96,-29.43,After 2000
3119,5527,32.36,-27.97,After 2000
3120,5528,28.21,61.3,After 2000
3121,5532,79.85,30.42,After 2000
3122,5533,75.86,24.87,After 2000
3123,5535,131.42,43,After 2000
3124,5536,131.42,43,After 2000
3125,5536,131.5,43.08,After 2000
3126,5537,103.78,1.35,After 2000
3127,5538,-76.15,-0.64,After 2000
3128,5539,-49.95,-25.06,After 2000
3129,5540,47.42,-21.13,After 2000
3130,5540,-71.72,-11.86,After 2000
3131,5540,-75.2,-10.49,After 2000
3132,5540,36.89,-7.84,After 2000
3133,5540,104.17,-5.25,After 2000
3134,5540,-51.47,-1.73,After 2000
3135,5540,29.66,-1.08,After 2000
3136,5540,-76.4,-0.67,After 2000
3137,5540,16.6,2.52,After 2000
3138,5540,102.31,2.98,After 2000
3139,5540,-56.19,4.74,After 2000
3140,5540,8.85,5.07,After 2000
3141,5540,-79.85,9.15,After 2000
3142,5540,-84.03,10.3,After 2000
3143,5540,104,18.32,After 2000
3144,5545,153.29,-27.58,After 2000
3145,5545,153.17,-27.56,After 2000
3146,5545,153.2,-27.52,After 2000
3147,5545,153.2,-27.52,After 2000
3148,5545,152.95,-27.26,After 2000
3149,5545,153.01,-27.25,After 2000
3150,5548,16.23,-26.42,After 2000
3151,5549,96.56,26.44,After 2000
3152,5550,29.1,-22.21,After 2000
3153,5551,-70.36,-10.02,After 2000
3154,5552,-74.11,4.93,After 2000
3155,5553,-57.44,-28.64,After 2000
3156,5554,-72.08,4.31,After 2000
3157,5555,-57.6,-19.2,After 2000
3158,5556,-91.26,14.65,After 2000
3159,5557,-108.49,37.18,After 2000
3160,5558,107,12.5,After 2000
3161,5559,46.73,-15.47,After 2000
3162,5560,105.97,18.03,After 2000
3163,5560,105.98,18.08,After 2000
3164,5561,100.71,5.39,After 2000
3165,5562,-73.73,4.47,After 2000
3166,5564,109.53,19.04,After 2000
3167,5566,-114.22,39.01,After 2000
3168,5567,-99.3,19.01,After 2000
3169,5568,-122.68,38,After 2000
3170,5569,102.54,5.02,After 2000
3171,5569,101.49,5.59,After 2000
3172,5572,141,42.67,After 2000
3173,5573,147.84,-43.09,After 2000
3174,5573,146.94,-42.88,After 2000
3175,5573,146.59,-42.66,After 2000
3176,5574,117.67,4.92,After 2000
3177,5574,117.88,4.96,After 2000
3178,5576,24.57,41.6,After 2000
3179,5576,11.21,43.19,After 2000
3180,5577,-40.07,-19.15,After 2000
3181,5578,-64.45,-2.4,After 2000
3182,5580,-12.72,13.07,After 2000
3183,5582,76.5,26.02,After 2000
3184,5585,-74.11,4.93,After 2000
3185,5586,-56.3,-23.83,After 2000
3186,5587,-97.21,18.23,After 2000
3187,5588,30.83,-29.79,After 2000
3188,5589,92.75,39.75,After 2000
3189,5590,117.33,5.23,After 2000
3190,5590,117.05,5.28,After 2000
3191,5590,117.42,5.33,After 2000
3192,5592,-106.83,34.33,After 2000
3193,5593,-42.48,-20.72,After 2000
3194,5593,-42,-20.12,After 2000
3195,5593,-41.81,-19.72,After 2000
3196,5593,-42.54,-19.65,After 2000
3197,5593,-42.39,-19.36,After 2000
3198,5593,-41.38,-19.26,After 2000
3199,5594,-53,-14,After 2000
3200,5595,90.76,26.9,After 2000
3201,5596,114.37,-7.83,After 2000
3202,5597,135.78,35.06,After 2000
3203,5597,135.77,35.06,After 2000
3204,5598,-0.59,38.73,After 2000
3205,5599,23.88,52.75,After 2000
3206,5600,133.29,-23.69,After 2000
3207,5601,116.78,1.55,After 2000
3208,5602,131.31,43.56,After 2000
3209,5605,-2.54,56.9,After 2000
3210,5605,-3.67,57.08,After 2000
3211,5607,13.38,48.97,After 2000
3212,5607,13.63,48.97,After 2000
3213,5608,114.43,-2.15,After 2000
3214,5609,122.55,-4.35,After 2000
3215,5611,23.25,-34,After 2000
3216,5612,37.29,0.22,After 2000
3217,5612,37.44,0.23,After 2000
3218,5613,-71.5,-41,After 2000
3219,5614,36.68,-7.8,After 2000
3220,5616,-103.84,30.54,After 2000
3221,5617,130.73,42.83,After 2000
3222,5618,-47.67,-17.93,After 2000
3223,5619,-99.12,18.45,After 2000
3224,5620,10.42,-2.43,After 2000
3225,5622,-69.14,44.73,After 2000
3226,5623,113.83,-2.55,After 2000
3227,5624,11.78,43.87,After 2000
3228,5625,-4.49,39.38,After 2000
3229,5626,11.66,16.39,After 2000
3230,5627,-98.83,22.33,After 2000
3231,5628,21.89,-33.67,After 2000
3232,5628,22.9,-33.4,After 2000
3233,5629,-121.85,37.12,After 2000
3234,5631,14.97,44.8,After 2000
3235,5632,15.01,44.69,After 2000
3236,5634,18.83,69.67,After 2000
3237,5635,78.3,32.04,After 2000
3238,5636,-53.9,-27.2,After 2000
3239,5639,103.1,31.02,After 2000
3240,5640,91.74,26.81,After 2000
3241,5642,-109.24,29.54,After 2000
3242,5643,114.43,-2.15,After 2000
3243,5644,-72.98,-37.78,After 2000
3244,5645,-111.13,56.97,After 2000
3245,5646,25.59,47.66,After 2000
3246,5647,-16.63,13.7,After 2000
3247,5649,-100.83,22.5,After 2000
3249,5650,-90.3,21,After 2000
3248,5650,-90.5,20,After 2000
3250,5650,-88.5,21.8,After 2000
3251,5651,-96.29,17.35,After 2000
3252,5651,-96.82,17.85,After 2000
3253,5651,-96.76,17.87,After 2000
3254,5652,-99.3,23.01,After 2000
3255,5653,-97.69,18.88,After 2000
3256,5657,76.5,26.02,After 2000
3257,5658,100.97,6,After 2000
3258,5659,-47,-23.06,After 2000
3259,5660,-52.07,-27.27,After 2000
3260,5661,-52.07,-27.27,After 2000
3261,5662,99,23.25,After 2000
3262,5665,89.58,26.65,After 2000
3263,5666,12.5,-0.5,After 2000
3264,5667,-56.65,-18.98,After 2000
3270,5668,153.25,-29.34,After 2000
3271,5668,153.4,-28.62,After 2000
3272,5668,153.39,-28.61,After 2000
3273,5668,153.3,-28.61,After 2000
3274,5668,153.38,-28.6,After 2000
3275,5668,153.13,-28.46,After 2000
3276,5668,153.19,-28.44,After 2000
3277,5668,153.31,-28.43,After 2000
3278,5668,153.02,-28.41,After 2000
3279,5668,153.32,-28.39,After 2000
3280,5668,153.32,-28.34,After 2000
3265,5668,153.25,-29.95,After 2000
3266,5668,153.29,-29.76,After 2000
3267,5668,153.34,-29.61,After 2000
3268,5668,153.37,-29.37,After 2000
3269,5668,153.37,-29.37,After 2000
3281,5672,-79.85,9.15,After 2000
3282,5673,-76.54,34.61,After 2000
3283,5674,-87.65,41.87,After 2000
3284,5675,32.13,-23.87,After 2000
3285,5677,-87.75,21.6,After 2000
3286,5678,28.38,-25.07,After 2000
3287,5678,27.9,-24.2,After 2000
3288,5678,28.15,-23.73,After 2000
3289,5679,150.82,-35.05,After 2000
3290,5680,98,38,After 2000
3291,5681,92.86,27.08,After 2000
3293,5682,-135.63,59.37,After 2000
3292,5682,-135.48,59.2,After 2000
3294,5683,110.33,31.52,After 2000
3295,5684,98.42,24.66,After 2000
3296,5685,-119.17,37.42,After 2000
3297,5686,-7.17,39.63,After 2000
3298,5687,-87.82,40.09,After 2000
3299,5688,-83.46,8.58,After 2000
3300,5689,-65,-26,After 2000
3301,5690,34.57,-2.33,After 2000
3302,5692,139.53,36.4,After 2000
3303,5692,139.53,36.5,After 2000
3304,5693,-79.55,-6.43,After 2000
3305,5695,89,45,After 2000
3306,5697,101.43,5.53,After 2000
3307,5697,101.35,5.55,After 2000
3308,5701,-77.55,7.74,After 2000
3309,5701,-79.66,9.07,After 2000
3310,5701,-79.85,9.15,After 2000
3311,5701,-79.21,9.29,After 2000
3312,5701,-79.65,9.55,After 2000
3313,5701,-113,28.77,After 2000
3314,5703,-63.87,-24.49,After 2000
3315,5704,-59.48,-1.8,After 2000
3316,5705,116.54,1.68,After 2000
3317,5706,102.47,4.7,After 2000
3318,5706,102.59,5.15,After 2000
3319,5708,25.75,-33.45,After 2000
3320,5709,76.55,11.583333,After 2000
3321,5710,-95.07,18.5,After 2000
3322,5711,-132,53,After 2000
3323,5713,-84.48,31.22,After 2000
3324,5716,151.29,-33.8,After 2000
3325,5716,151.25,-33.62,After 2000
3326,5717,-82.4,8.62,After 2000
3327,5718,-88.66,16.72,After 2000
3328,5719,-107.27,41.05,After 2000
3329,5720,176.83,-38.33,After 2000
3330,5721,-85.19,34.3,After 2000
3331,5722,-81.03,25.86,After 2000
3332,5723,-98.77,29.55,After 2000
3333,5724,-115.13,32.71,After 2000
3334,5724,-114.75,32.72,After 2000
3335,5725,-120.92,36.37,After 2000
3336,5727,-83.49,33.39,After 2000
3337,5729,102.5,-1,After 2000
3338,5729,100.78,-0.15,After 2000
3339,5729,101.6,-0.08,After 2000
3340,5729,102.48,0.12,After 2000
3341,5730,8.5,45,After 2000
3342,5730,9.48,45.18,After 2000
3343,5732,-82.95,8.75,After 2000
3344,5732,-82.96,8.79,After 2000
3345,5733,102.89,30.81,After 2000
3346,5738,107.5,13.08,After 2000
3347,5739,-127.58,50.5,After 2000
3348,5740,-64,-42.5,After 2000
3349,5742,115.75,-32.04,After 2000
3350,5743,35,-7.5,After 2000
3351,5744,-51.68,1.34,After 2000
3352,5745,-122.4,47.6,After 2000
3353,5747,70.8,21.14,After 2000
3354,5752,117.34,-32.55,After 2000
3355,5753,117.33,-32.55,After 2000
3356,5754,-97.4,18.21,After 2000
3357,5755,-89.58,17.74,After 2000
3358,5759,-56.65,-18.98,After 2000
3359,5759,-56.65,-18.92,After 2000
3360,5760,32.34,-27.87,After 2000
3361,5761,44.92,40.03,After 2000
3362,5762,81.5,28.38,After 2000
3363,5763,19.67,-31.47,After 2000
3364,5764,55.78,24.06,After 2000
3365,5765,-80.57,-4.1,After 2000
3366,5767,101.25,5.92,After 2000
3367,5768,-86.96,40.43,After 2000
3368,5768,-87.04,40.44,After 2000
3369,5768,-87.05,40.45,After 2000
3370,5771,-3.67,57.08,After 2000
3371,5773,-69.46,-12.99,After 2000
3372,5773,-70.06,-12.54,After 2000
3373,5773,-70.21,-12.43,After 2000
3374,5773,-69.04,-12.22,After 2000
3375,5773,-69.35,-11.6,After 2000
3376,5773,-69.84,-11.48,After 2000
3377,5778,-119.54,33.26,After 2000
3378,5779,-97.4,18.21,After 2000
3379,5780,-96.99,17.54,After 2000
3380,5781,142.4,-37.21,After 2000
3381,5783,-117.78,33.6,After 2000
3382,5784,23.17,-19.17,After 2000
3383,5785,147.32,-43.31,After 2000
3384,5785,146.94,-43.12,After 2000
3385,5785,147.71,-42.79,After 2000
3386,5785,147.65,-42.53,After 2000
3387,5785,146.67,-42.16,After 2000
3388,5785,148.31,-42.13,After 2000
3389,5785,146.47,-42.07,After 2000
3390,5785,147.58,-42.03,After 2000
3391,5785,147.78,-41.89,After 2000
3392,5785,147.44,-41.56,After 2000
3393,5785,147.55,-41.49,After 2000
3394,5785,147.6,-41.48,After 2000
3395,5787,80.94,15.77,After 2000
3396,5788,116.83,-1.14,After 2000
3397,5788,117.27,0.37,After 2000
3398,5788,116.53,1.98,After 2000
3399,5789,90.72,27.53,After 2000
3400,5790,78.9,14.59,After 2000
3401,5791,53.4,17.56,After 2000
3402,5793,-83.46,9.97,After 2000
3403,5794,-89.62,17.22,After 2000
3404,5795,-89.95,18.56,After 2000
3405,5796,14.42,42.16,After 2000
3406,5797,-90.16,44.04,After 2000
3407,5797,-88.53,44.64,After 2000
3408,5797,-89.86,44.7,After 2000
3409,5798,-78.61,0.12,After 2000
3410,5799,103.3,-2.23,After 2000
3411,5800,21.65,-33.65,After 2000
3412,5801,26.68,-33.29,After 2000
3413,5802,39.82,-3.27,After 2000
3414,5802,41.07,-1.9,After 2000
3415,5802,41.31,-1.53,After 2000
3416,5805,-88.23,46.22,After 2000
3418,5806,-149.57,61.33,After 2000
3419,5806,-149.83,61.56,After 2000
3417,5806,-149.98,61.12,After 2000
3420,5810,-79.85,9.15,After 2000
3421,5812,111.88,1.13,After 2000
3422,5812,113.35,1.22,After 2000
3423,5812,112.17,1.52,After 2000
3424,5812,114.17,2,After 2000
3425,5812,113.92,2.45,After 2000
3426,5812,114.67,2.94,After 2000
3427,5812,115.5,3.2,After 2000
3428,5812,115.33,3.59,After 2000
3429,5812,114.92,4.13,After 2000
3430,5812,115.21,4.48,After 2000
3431,5812,115.6,4.56,After 2000
3432,5813,130,30,After 2000
3433,5814,-100.27,19.08,After 2000
3434,5815,150.55,-35.2,After 2000
3435,5815,150.72,-34.98,After 2000
3436,5817,29.68,-29.17,After 2000
3437,5819,-83.5,10.54,After 2000
3438,5820,6.24,23.07,After 2000
3439,5821,-66.41,10.03,After 2000
3440,5823,-43,-22.46,After 2000
3441,5823,-44.61,-22.38,After 2000
3442,5824,-40.56,-19.91,After 2000
3443,5825,81.49,17.48,After 2000
3444,5826,-0.59,38.73,After 2000
3445,5827,-96.13,17.49,After 2000
3446,5832,-98.99,40.67,After 2000
3447,5832,-98.86,40.67,After 2000
3448,5832,-99.21,40.96,After 2000
3449,5832,-99.23,40.98,After 2000
3450,5832,-99.16,41.11,After 2000
3451,5833,15.1,32.38,After 2000
3452,5835,80.89,6.44,After 2000
3453,5836,-107.93,26.41,After 2000
3454,5837,-97.4,18.21,After 2000
3455,5838,-89.58,17.74,After 2000
3456,5839,-90.63,19.09,After 2000
3457,5841,9.86,46.82,After 2000
3458,5841,8.86,49.03,After 2000
3459,5841,-5.15,55.6,After 2000
3460,5842,-4.88,41.9,After 2000
3461,5843,-67.98,-23.18,After 2000
3462,5846,99.34,14.14,After 2000
3463,5847,-48.2,-17.46,After 2000
3464,5849,-107.93,26.41,After 2000
3465,5850,-119.73,34,After 2000
3466,5851,-7.12,5.75,After 2000
3467,5858,131,33,After 2000
3468,5859,139.05,35.23,After 2000
3469,5859,139.1,35.3,After 2000
3470,5859,139.08,35.31,After 2000
3471,5859,139.46,35.37,After 2000
3472,5859,139.55,35.44,After 2000
3473,5859,138.39,35.61,After 2000
3474,5859,138.4,35.61,After 2000
3475,5859,138.3,35.67,After 2000
3476,5859,138.3,35.82,After 2000
3477,5860,151.7,-31.7,After 2000
3478,5863,146.99,-36.04,After 2000
3479,5865,136.5,-14.09,After 2000
3480,5865,136.48,-14,After 2000
3481,5865,136.42,-14,After 2000
3482,5870,-72.942,-11.72,After 2000
3483,5871,146.83,-28.82,After 2000
3484,5872,42.61,40.3,After 2000
3485,5873,23.83,52.75,After 2000
3486,5874,-124,41.3,After 2000
3487,5876,23.87,52.69,After 2000
3488,5876,23.72,52.98,After 2000
3489,5876,23.63,53,After 2000
3490,5878,-73.45,3.57,After 2000
3491,5878,-75.1,6.77,After 2000
3492,5879,-104.85,52.62,After 2000
3493,5880,-101.55,35.71,After 2000
3494,5881,150.73,-34.68,After 2000
3495,5882,-4.88,41.9,After 2000
3496,5883,118.34,5.6,After 2000
3497,5884,-44.32,-15.12,After 2000
3498,5886,91.5,39.05,After 2000
3499,5887,136.48,-13.98,After 2000
3500,5887,136.5,-13.97,After 2000
3501,5890,131.91,-23.36,After 2000
3502,5893,-45.09,-23.32,After 2000
3503,5894,-51.68,1.34,After 2000
3504,5896,-78.206944,8.019722,After 2000
3505,5896,-81.205,8.921667,After 2000
3506,5896,-79.667222,9.583056,After 2000
3507,5896,-81.181944,9.609444,After 2000
3508,5897,84.33,27.5,After 2000
3509,5898,104.33,-5.43,After 2000
3510,5900,-47.983333,-25.18,After 2000
3511,5900,-47.73,-24.73,After 2000
3512,5900,-45.23,-23.43,After 2000
3513,5900,-49.12,-22.78,After 2000
3514,5900,-47.47,-22.37,After 2000
3515,5902,26.67,42.93,After 2000
3516,5903,10.75,46.17,After 2000
3517,5906,34.87,0.24,After 2000
3518,5907,99.23,15.42,After 2000
3519,5908,99.18,14.8,After 2000
3520,5909,99.34,14.14,After 2000
3521,5910,99.34,14.14,After 2000
3522,5911,99.34,14.14,After 2000
3523,5912,116.9,4.83,After 2000
3524,5913,-94.35,46.09,After 2000
3525,5913,-94.21,47.34,After 2000
3526,5913,-92.88,48.5,After 2000
3527,5915,-94.21,47.34,After 2000
3528,5915,-93.11,47.41,After 2000
3529,5915,-93.56,47.72,After 2000
3530,5917,84.33,27.5,After 2000
3531,5919,34.57,-2.33,After 2000
3532,5923,-96.82,17.85,After 2000
3533,5924,-99.16,22.9,After 2000
3534,5925,-97.4,18.21,After 2000
3535,5926,10.42,-2.43,After 2000
3536,5927,10.42,-2.43,After 2000
3537,5931,144.79,-37.9,After 2000
3538,5931,144.8,-37.87,After 2000
3539,5932,130.88,-14.19,After 2000
3540,5932,134.48,-14.11,After 2000
3542,5932,132.67,-12.42,After 2000
3541,5932,130.87,-12.45,After 2000
3543,5934,-94.92,16.63,After 2000
3544,5936,-115.99,32.74,After 2000
3545,5936,-115.56,32.79,After 2000
3546,5937,76.37,25.9,After 2000
3547,5941,-71.32,-41.13,After 2000
3548,5943,-94.23,17.16,After 2000
3549,5944,-94.36,17.16,After 2000
3550,5945,-83.5,10.54,After 2000
3551,5946,-102,18.85,After 2000
3552,5947,-99.32,19.06,After 2000
3553,5948,27.25,61.08,After 2000
3554,5949,24,69,After 2000
3555,5949,25,70,After 2000
3556,5949,27,70,After 2000
3557,5949,28,70,After 2000
3558,5950,15.33,-24.55,After 2000
3559,5951,-105.71,40.33,After 2000
3560,5952,-76.7,3.51,After 2000
3561,5954,-6.5,37,After 2000
3562,5954,-3.83,38.37,After 2000
3563,5955,99.56,12.05,After 2000
3564,5956,6.25,46.67,After 2000
3565,5957,104.16,32.91,After 2000
3566,5958,-73.47,-40.18,After 2000
3567,5959,16,49.47,After 2000
3568,5960,90.72,25.33,After 2000
3569,5961,107,16.17,After 2000
3570,5962,109.53,19.04,After 2000
3571,5963,88.12,27.2,After 2000
3572,5964,84.33,27.5,After 2000
3573,5966,104.33,-5.43,After 2000
3574,5967,107.76,-7.28,After 2000
3575,5968,81.91,28.19,After 2000
3576,5969,101.29,-1.7,After 2000
3577,5969,98.25,3.3,After 2000
3578,5971,-103.38,26.18,After 2000
3579,5972,-97.41,19.95,After 2000
3580,5974,-83.1,29.32,After 2000
3581,5975,77.08,11.67,After 2000
3582,5976,15.9,-18.95,After 2000
3583,5977,-68.53,48.45,After 2000
3584,5978,76.33,10.57,After 2000
3585,5979,76.5,26.02,After 2000
3586,5986,130.73,42.83,After 2000
3587,5987,130.73,42.83,After 2000
3588,5990,90.27,42.7,After 2000
3589,5999,89,45,After 2000
3590,6013,-106.17,32.78,After 2000
3591,6014,92.86,27.08,After 2000
3592,6015,-110.01,49.58,After 2000
3593,6016,-79.85,9.15,After 2000
3594,6019,-91.27,36.5,After 2000
3595,6021,36.89,-7.84,After 2000
3596,6022,140,-35,After 2000
3597,6023,15.47,40.28,After 2000
3598,6026,101.48,-2.42,After 2000
3599,6027,20.38,-25.77,After 2000
3600,6030,49.54,-15.41,After 2000
3601,6030,50.05,-15.3,After 2000
3602,6031,-35,-7.77,After 2000
3603,6032,-76.15,-0.64,After 2000
3604,6034,-5.72,-15.97,After 2000
3605,6036,38.3,-7.96,After 2000
3606,6038,-119.06,53.7,After 2000
3607,6039,76.37,25.9,After 2000
3608,6040,17.41,-22.37,After 2000
3609,6041,-11.54,12.91,After 2000
3610,6042,-84.02,12.83,After 2000
3611,6042,-85.22,14.06,After 2000
3612,6045,-83.5,10.54,After 2000
3613,6048,88.74,27.38,After 2000
3614,6049,130.73,42.83,After 2000
3615,6050,78.17,30.06,After 2000
3616,6051,77.1,8.39,After 2000
3617,6052,84.33,27.5,After 2000
3618,6053,93.45,25.56,After 2000
