item_id,lon,lat
"4110",97.64,17.75
"5812",111.88,1.13
"6624",-82.95,9.1
"4110",97.66,17.68
"7717",105.75,-4.92
"7195",-47.96,-25.13
"5374",-91.5,17
"7408",-51,-17
"4028",-56.47,-9.67
"4114",98.58,9.17
"4429",110.19,1.6
"5662",99,23.25
"3668",-7.73,5.41
"4036",113.99,1.61
"5048",99.6,12.75
"4461",-56.09,-9.89
"6872",-56.03,-9.88
"7293",-1.32,5.42
"2214",-56.47,-9.88
"4592",101,1.5
"4859",-56.48,-9.88
"4712",-96.42,17.63
"6491",102.3,-0.3
"4289",-78.31,0.14
"5246",12.52,-0.13
"4592",102,1
"5846",99.34,14.14
"5560",105.97,18.03
"4592",101,1
"4490",39.82,-3.27
"2990",14,-0.5
"6192",99.49,13.58
"6036",38.3,-7.96
"6031",-35,-7.77
"6192",98.53,8.94
"5267",-96.37,17.63
"6745",-50.35,-9.57
"2278",-80.58,7.67
"4522",101.2,0.29
"4028",-55.82,-9.97
"3720",-52.38,-13.07
"6634",105.9,18.12
"6480",-50.36,-9.57
"5246",12.45,-0.28
"105",99.34,23.23
"6096",-80.29,7.54
"110",116.32,1.05
"5246",12.67,-0.33
"6096",-82.87,8.09
"4984",-86.73,15.09
"3166",-80.7,7.28
"6466",98.28,14.6
"2278",-82.87,8.04
"6491",102.5,0.5
"5705",116.54,1.68
"7140",-10.92,7.5
"4592",116,1.5
"5560",105.98,18.08
"5666",12.5,-0.5
"6190",98.25,14.53
"4101",-8.41,5.41
"7376",-48.64,-25.68
"6903",-90.97,16.9
"1803",-53.09,-22.66
"2130",99.45,8.87
"4067",-11.35,7.54
"6634",108.72,11.97
"5788",116.53,1.98
"4177",101.5,23.95
"6192",99.78,8.76
"5601",116.78,1.55
"4269",109.79,1.72
"5116",-92.27,15.13
"3876",-83.58,8.55
"5955",99.56,12.05
"7384",96.35,21.02
"5688",-83.46,8.58
"6042",-85.22,14.06
"4036",117.14,1.59
"3631",-35,-7
"4566",-91.59,17.32
"3950",115.1,0.77
"6733",111.9,-0.63
"6397",-85.85,15.01
"4691",-48.96,-26.01
"4210",-89.08,16.22
"4592",99.5,12
"5463",-96.8,18.37
"858",110.24,-1.24
"4397",109.64,2.03
"7119",-50.55,-24.2
"3950",115.5,0.22
"4036",116.84,1.09
"4802",97.7,26.92
"4110",97.17,18.08
"5467",-52.58,-23.67
"5788",117.27,0.37
"4036",114.43,0.3
"7122",-97.87,20.03
"4036",113.75,-1.65
"128",-76,-10
"2350",11.5,-0.5
"3792",-7.05,4.6
"4110",97.14,18.04
"6679",-97.91,20.21
"7441",117.02,-0.08
"3645",-96.92,18.23
"1162",107.87,16.2
"3645",-96.87,18.17
"4110",97.15,17.82
"6459",-87.68,15.86
"3774",-54.22,-21.91
"3794",113.83,-2.55
"7363",-88.99,16.73
"6156",-88.98,16.73
"4466",109.64,1.99
"7384",97.38,26.52
"6679",-97.96,20.28
"4036",117.44,0.53
"5262",-48.8,-26.45
"4036",113.9,-2.32
"5215",106.7,22.22
"6679",-97.63,20.1
"2382",-88.66,16.72
"698",-91.49,17.42
"7280",103.12,12.2
"4705",102.98,12.27
"4035",-49.46,-27.03
"3812",-49.47,-27.04
"5333",32.34,-27.87
"5246",12.05,-1.17
"4187",32.2,-27.36
"2687",-88.98,16.96
"7280",103.06,12.37
"2778",-53.07,-25.44
"1702",-88.61,16.79
"6190",98.23,14.05
"6042",-84.02,12.83
"5788",116.83,-1.14
"7441",116.83,-1.15
"7280",103.25,12.03
"4201",-49.63,-28.08
"6621",116.77,-0.67
"4897",-91.11,14.6
"5608",114.43,-2.15
"6701",114.44,-2.15
"4685",-49.37,-28
"6112",103.53,11.87
"4705",103.42,11.99
"3544",106.66,-6.73
"4201",-49.67,-28.17
"4201",-49.38,-27.92
"4201",-49.33,-28.17
"5058",9.33,-0.5
"5424",32.36,-27.97
"4130",103.33,11.78
"2527",101.73,13.2
"6397",-86.86,15.62
"7163",-55.45,-24.12
