item_id,lon,lat
"7377",139.28,35.65
"534",142.4,-37.21
"2419",-71.46,-39.58
"5859",139.05,35.23
"4446",129.3,36.76
"6235",128.51,36.97
"276",139.2,35.42
"4446",129.32,36.85
"7286",54.42,28.62
"3547",139.28,35.63
"464",145.21,-37.41
"6848",141.69,-38.23
"92",142,43
"5692",139.53,36.4
"4271",139.12,36.37
"2644",142.28,-37.37
"851",-5.07,50.15
"2053",-0.75,52.03
"2644",142.15,-37.35
"5337",-0.54,51.85
"2053",-0.42,51.88
"1928",144.79,-37.37
"1732",138.81,37.39
"4745",9.05,56.06
"5863",146.99,-36.04
"7377",139.34,35.67
"4293",144.65,-37.22
"3976",139.73,38.75
"4725",-3.43,53.19
"6061",143.17,42.85
"5075",143.16,42.86
"100",-0.12,51.5
"2594",145,-36.92
"3928",146.73,-41.39
"4725",-3.82,53.19
"5162",143.15,42.87
"7459",-2.5,52.9
"5279",140.58,36.93
"7459",-2.42,52.88
"7459",-2.4,52.87
"2053",-0.47,52.97
"734",146.66,-41.13
"6531",140.92,37.17
"4604",-90.9,29.71
"5785",147.6,-41.48
"5785",147.55,-41.49
"2644",142.1,-37.48
"6327",144.21,-37.08
"5200",141.03,37.42
"3928",146.05,-41.18
"540",145.05,-36.64
"3585",147.78,-42.22
"5785",147.78,-41.89
"5785",148.31,-42.13
"7377",139.37,35.64
"451",146.46,-41.55
"7274",135.77,35.07
"3928",147.84,-41.34
"3928",148.01,-41.22
"5785",147.44,-41.56
"5785",147.58,-42.03
"1954",145.17,-38.13
"5597",135.77,35.06
"5597",135.78,35.06
"7691",145.18,-38.17
"3657",136.75,35.43
"276",139.38,35.63
"6222",145.04,-36.61
"1394",139.42,35.76
"3928",145.51,-40.89
"5858",131,33
"3928",147.65,-40.85
"3928",148.21,-40.88
"4941",145.06,-38.35
"6178",145.13,-38.51
"6473",139.4,35.62
"3928",144.83,-40.92
"4604",-90.82,29.54
"3585",147.4,-42.82
"5124",144.72,-40.69
"5785",147.65,-42.53
"5785",147.71,-42.79
"6473",139.96,35.2
"6257",147.24,-42.88
"7377",139.43,35.6
"4891",147.25,-42.91
"4184",-71.8,-39.25
"6492",-71.93,-39.23
"5785",146.67,-42.16
"4891",147.32,-42.94
"5248",-72.1,-39.17
"3973",-71.75,-39.42
"3002",145.96,-41.64
"3928",144.69,-41.07
"3928",144.65,-41
"5124",144.66,-41.04
"5605",-2.54,56.9
"6257",146.69,-42.66
"6549",-71.93,-39.42
"7377",139.45,35.61
"5573",146.94,-42.88
"7377",139.46,35.64
"907",-71.84,-42.84
"6287",147.3,-43
"7063",147.29,-43.01
"1395",131.35,32.02
"5573",146.59,-42.66
"5008",139.48,35.69
"3928",145.43,-41.47
"3002",147.04,-43.1
"3002",146.91,-43.02
"5785",146.94,-43.12
"6956",140.1,36.22
"7634",140.18,36.17
"3736",-71.9,-42.81
"6208",139.5,35.7
"5785",146.47,-42.07
"3928",145.1,-41.63
"5859",139.46,35.37
"4717",139.5,35.5
"6208",140.1,36
"1562",140.1,35.98
"3585",146.93,-43.47
"4493",130.5,31.47
"5859",139.55,35.44
"7377",139.56,35.61
"5931",144.8,-37.87
"5416",133.93,34.7
"4793",-70.46,-34.46
"3676",139.73,35.68
"5351",-71.88,-45.36
"4403",-73.22,-37.84
"5351",-72.06,-45.9
"5644",-72.98,-37.78
"5300",-73,-37.75
"6257",146.37,-42.81
"2371",-72.99,-36.88
"6972",-73.19,-39.65
"5931",144.79,-37.9
"4644",-73.23,-37.68
"6972",-70.33,-33.34
"2132",-73.47,-40.18
"6197",-73,-51
"6175",-73.3,-39.7
"6901",-73.3,-39.68
"7198",-73.31,-39.71
"4034",-73.561663,-40.12573
"6972",-72.93,-40.35
"6175",-73.47,-39.98
"34",-6.94,54.72
"5417",-6.66,54.76
"2132",-73.47,-39.866667
"4800",-73.57,-39.95
"6349",-72.4,-42.37
"4232",147.9,-42.93
"2133",-73.99,-42.68
"5083",-73.25,-50
"3002",147.35,-43.16
"2780",-70,-54
"6871",147.28,-43.37
"4850",-69,-54.5
"2624",148.06,-42.65
"3587",-69.5,-55.25
"4202",-68,-55
